graph_id,s,policy_type,start_node,policy_valid,status,worst_cost,terminated,steps
medium_n50_s3_a3_case8_seed131,3,baseline_nominal,0,1,ok,80.255695,1,6
medium_n50_s3_a3_case8_seed131,3,baseline_bestcase,0,1,ok,70.171759,1,6
medium_n50_s3_a3_case8_seed131,3,baseline_worst_immediate,0,1,ok,72.753651,1,7
medium_n50_s3_a3_case8_seed131,3,vi,0,1,ok,53.647235,1,6
medium_n50_s3_a3_case9_seed132,3,baseline_nominal,0,1,ok,71.530802,1,7
medium_n50_s3_a3_case9_seed132,3,baseline_bestcase,0,1,ok,71.605836,1,6
medium_n50_s3_a3_case9_seed132,3,baseline_worst_immediate,0,1,ok,64.159181,1,7
medium_n50_s3_a3_case9_seed132,3,vi,0,1,ok,57.945671,1,7
medium_n50_s4_a3_case0_seed123,4,baseline_nominal,0,1,ok,65.455447,1,5
medium_n50_s4_a3_case0_seed123,4,baseline_bestcase,0,1,ok,71.019889,1,6
medium_n50_s4_a3_case0_seed123,4,baseline_worst_immediate,0,1,ok,84.555722,1,9
medium_n50_s4_a3_case0_seed123,4,vi,0,1,ok,56.688641,1,5
medium_n50_s4_a3_case10_seed133,4,baseline_nominal,0,1,ok,85.006446,1,7
medium_n50_s4_a3_case10_seed133,4,baseline_bestcase,0,1,ok,108.771659,1,8
medium_n50_s4_a3_case10_seed133,4,baseline_worst_immediate,0,1,ok,86.526105,1,8
medium_n50_s4_a3_case10_seed133,4,vi,0,1,ok,65.983855,1,8
medium_n50_s4_a3_case11_seed134,4,baseline_nominal,0,1,ok,97.834989,1,8
medium_n50_s4_a3_case11_seed134,4,baseline_bestcase,0,1,ok,89.218736,1,8
medium_n50_s4_a3_case11_seed134,4,baseline_worst_immediate,0,1,ok,76.458182,1,7
medium_n50_s4_a3_case11_seed134,4,vi,0,1,ok,66.456863,1,6
medium_n50_s4_a3_case12_seed135,4,baseline_nominal,0,1,ok,71.856987,1,7
medium_n50_s4_a3_case12_seed135,4,baseline_bestcase,0,1,ok,81.046344,1,7
medium_n50_s4_a3_case12_seed135,4,baseline_worst_immediate,0,1,ok,58.342235,1,7
medium_n50_s4_a3_case12_seed135,4,vi,0,1,ok,48.881652,1,5
medium_n50_s4_a3_case13_seed136,4,baseline_nominal,0,1,ok,61.035592,1,5
medium_n50_s4_a3_case13_seed136,4,baseline_bestcase,0,1,ok,58.384751,1,5
medium_n50_s4_a3_case13_seed136,4,baseline_worst_immediate,0,1,ok,41.703273,1,4
medium_n50_s4_a3_case13_seed136,4,vi,0,1,ok,41.703273,1,4
medium_n50_s4_a3_case14_seed137,4,baseline_nominal,0,1,ok,93.917061,1,7
